network,station,startdate,latitude,longitude,datetime_start
KG,TJN,10/30/98,36.38052,127.36174,1998-10-30
KG,UNI,12/24/19,35.574,129.185,2019-12-24
KG,WDL,12/24/19,35.1001,127.3718,2019-12-24
KG,WID,6/22/11,35.61956,126.30572,2011-06-22
KG,YIN,7/28/99,37.15738,127.39787,1999-07-28
KG,YKB,4/21/06,38.22536,127.9903,2006-04-21
KG,YPD,11/13/06,37.66151,125.69905,2006-11-13
KG,YSB,2/6/09,35.46811,129.07992,2009-02-06
KG,YSUK,12/24/19,37.3792,126.671,2019-12-24
KG,YSUM,12/24/19,37.2826,127.9034,2019-12-24
